timestamp_ms,cpu_percent,memory_mb
1759396920000,0.74,11.84
1759396980000,1.84,11.84
1759397040000,1.09,11.84
1759397100000,0.75,11.84
1759397160000,0.63,11.84
1759397220000,0.54,11.84
1759397280000,0.51,11.84
1759397340000,0.75,11.84
1759397400000,0.81,11.84
1759397460000,0.57,11.84
1759397520000,0.91,11.84
1759397580000,0.64,11.84
1759397640000,0.87,11.84
1759397700000,0.87,11.84
1759397760000,1.76,11.84
1759397820000,0.72,11.84
1759397880000,0.56,11.84
1759397940000,0.91,11.84
1759398000000,0.90,11.84
1759398060000,0.64,11.84
1759398120000,0.64,11.84
1759398180000,0.69,11.84
1759398240000,1.07,11.84
1759398300000,1.65,11.84
1759398360000,0.78,11.84
1759398420000,0.66,11.84
1759398480000,0.63,11.84
1759398540000,1.02,11.84
1759398600000,1.59,11.84
1759398660000,0.96,11.84
1759398720000,0.65,11.84
1759398780000,0.84,11.84
1759398840000,0.62,11.84
1759398900000,0.56,11.84
1759398960000,0.40,11.84
1759399020000,0.42,11.84
1759399080000,1.02,11.84
1759399140000,1.28,11.84
1759399200000,1.56,11.84
1759399260000,1.17,11.84
1759399320000,1.63,11.84
1759399380000,1.23,11.84
1759399440000,0.88,11.84
1759399500000,0.62,11.84
1759399560000,0.68,11.84
1759399620000,0.78,11.84
1759399680000,0.58,11.84
1759399740000,0.79,11.84
1759399800000,0.61,11.84
1759399860000,0.56,11.84
1759399920000,0.75,11.84
1759399980000,0.73,11.84
1759400040000,0.52,11.84
1759400100000,0.72,11.84
1759400160000,0.97,11.84
1759400220000,0.43,11.84
1759400280000,0.53,11.84
1759400340000,0.57,11.84
1759400400000,0.87,11.84
1759400460000,1.40,11.84
1759400520000,1.05,11.84
1759400580000,0.69,11.84
1759400640000,1.50,11.84
1759400700000,0.67,11.84
1759400760000,0.74,11.84
1759400820000,0.81,11.84
1759400880000,0.77,11.84
1759400940000,0.56,11.84
1759401000000,0.80,11.84
1759401060000,0.86,11.84
1759401120000,1.13,11.84
1759401180000,1.40,11.84
1759401240000,0.77,11.84
1759401300000,1.12,11.84
1759401360000,0.86,11.84
1759401420000,0.79,11.84
1759401480000,0.97,11.84
1759401540000,0.76,11.84
1759401600000,1.50,11.84
1759401660000,0.98,11.84
1759401720000,1.03,11.84
1759401780000,0.78,11.84
1759401840000,0.97,11.84
1759401900000,0.54,11.84
1759401960000,0.51,11.84
1759402020000,0.95,11.84
1759402080000,0.67,11.84
1759402140000,0.86,11.84
1759402200000,0.87,11.84
1759402260000,0.65,11.84
1759402320000,0.58,11.84
1759402380000,0.72,11.84
1759402440000,0.53,11.84
1759402500000,0.91,11.84
1759402560000,0.58,11.84
1759402620000,0.87,11.84
1759402680000,1.17,11.84
1759402740000,0.55,11.84
1759402800000,1.29,11.84
1759402860000,0.72,11.84
1759402920000,0.77,11.84
1759402980000,0.80,11.84
1759403040000,0.87,11.84
1759403100000,1.12,11.84
1759403160000,0.95,11.84
1759403220000,0.89,11.84
1759403280000,1.16,11.84
1759403340000,0.93,11.84
1759403400000,0.92,11.84
1759403460000,1.00,11.84
1759403520000,1.16,11.84
1759403580000,0.66,11.84
1759403640000,0.55,11.84
1759403700000,0.83,11.84
1759403760000,0.56,11.84
1759403820000,0.77,11.84
1759403880000,1.24,11.84
1759403940000,0.54,11.84
1759404000000,0.82,11.84
1759404060000,0.61,11.84
1759404120000,0.81,11.84
1759404180000,0.64,11.84
1759404240000,0.71,11.84
1759404300000,0.50,11.84
1759404360000,0.46,11.84
1759404420000,0.34,11.84
1759404480000,0.47,11.84
1759404540000,0.54,11.84
1759404600000,0.52,11.84
1759404660000,1.36,11.84
1759404720000,1.40,11.84
1759404780000,0.70,11.84
1759404840000,0.78,11.84
1759404900000,0.95,11.84
1759404960000,0.94,11.84
1759405020000,0.52,11.84
1759405080000,0.77,11.84
1759405140000,0.78,11.84
1759405200000,0.45,11.84
1759405260000,0.64,11.84
1759405320000,1.08,11.84
1759405380000,0.79,11.84
1759405440000,0.55,11.84
1759405500000,0.72,11.84
1759405560000,1.01,11.84
1759405620000,0.80,11.84
1759405680000,1.02,11.84
1759405740000,1.60,11.84
1759405800000,1.36,11.84
1759405860000,1.04,11.84
1759405920000,0.76,11.84
1759405980000,0.77,11.84
1759406040000,0.79,11.84
1759406100000,0.81,11.84
1759406160000,1.82,11.84
1759406220000,2.91,11.84
1759406280000,0.94,11.84
1759406340000,1.07,11.84
1759406400000,2.38,11.84
1759406460000,1.42,11.84
1759406520000,0.76,11.84
1759406580000,0.90,11.84
1759406640000,0.69,11.84
1759406700000,0.92,11.84
1759406760000,1.15,11.84
1759406820000,0.97,11.84
1759406880000,0.73,11.84
1759406940000,1.32,11.84
1759407000000,1.06,11.84
1759407060000,0.77,11.84
1759407120000,0.55,11.84
1759407180000,0.55,11.84
1759407240000,0.70,11.84
1759407300000,0.85,11.84
1759407360000,0.94,11.84
1759407420000,0.86,11.84
1759407480000,0.62,11.84
1759407540000,0.51,11.84
1759407600000,0.78,11.84
1759407660000,0.86,11.84
1759407720000,0.65,11.84
1759407780000,0.82,11.84
1759407840000,1.85,11.84
1759407900000,1.36,11.84
1759407960000,0.86,11.84
1759408020000,0.67,11.84
1759408080000,1.35,11.84
1759408140000,1.10,11.84
1759408200000,1.40,11.84
1759408260000,2.00,11.84
1759408320000,3.24,11.84
1759408380000,1.62,11.84
1759408440000,1.23,11.84
1759408500000,1.70,11.84
1759408560000,1.08,11.84
1759408620000,1.09,11.84
1759408680000,1.92,11.84
1759408740000,1.51,11.84
1759408800000,2.12,11.84
1759408860000,1.74,11.84
1759408920000,1.29,11.84
1759408980000,1.38,11.84
1759409040000,1.42,11.84
1759409100000,1.05,11.84
1759409160000,0.68,11.84
1759409220000,0.69,11.84
1759409280000,0.84,11.84
1759409340000,0.75,11.84
1759409400000,0.98,11.84
1759409460000,0.88,11.84
1759409520000,1.50,11.84
1759409580000,1.48,11.84
1759409640000,1.20,11.84
1759409700000,0.90,11.84
1759409760000,0.63,11.84
1759409820000,0.68,11.84
1759409880000,2.12,11.84
1759409940000,1.18,11.84
1759410000000,1.95,11.84
1759410060000,2.59,11.84
1759410120000,1.97,11.84
1759410180000,1.87,11.84
1759410240000,1.79,11.84
1759410300000,2.96,11.84
1759410360000,1.68,11.84
1759410420000,1.00,11.84
1759410480000,1.95,11.84
1759410540000,1.61,11.84
1759410600000,2.03,11.84
1759410660000,1.87,11.84
1759410720000,1.37,11.84
1759410780000,1.87,11.84
1759410840000,1.34,11.84
1759410900000,2.00,11.84
1759410960000,2.02,11.84
1759411020000,2.73,11.84
1759411080000,6.81,11.84
1759411140000,2.48,11.84
1759411200000,2.70,11.84
1759411260000,2.74,11.84
1759411320000,1.02,11.84
1759411380000,0.91,11.84
1759411440000,1.74,11.84
1759411500000,2.08,11.84
1759411560000,1.75,11.84
1759411620000,2.41,11.84
1759411680000,1.22,11.84
1759411740000,1.46,11.84
1759411800000,2.69,11.84
1759411860000,2.55,11.84
1759411920000,2.18,11.84
1759411980000,1.73,11.84
1759412040000,2.56,11.84
1759412100000,3.51,11.84
1759412160000,2.39,11.84
1759412220000,2.70,11.84
1759412280000,2.82,11.84
1759412340000,2.74,11.84
1759412400000,3.58,11.84
1759412460000,3.17,11.84
1759412520000,2.72,11.84
1759412580000,4.02,11.84
1759412640000,2.93,11.84
1759412700000,4.70,11.84
1759412760000,2.84,11.84
1759412820000,3.60,11.84
1759412880000,3.84,11.84
1759412940000,4.63,11.84
1759413000000,2.26,11.84
1759413060000,3.45,11.84
1759413120000,2.68,11.84
1759413180000,3.10,11.84
1759413240000,2.38,11.84
1759413300000,2.47,11.84
1759413360000,2.83,11.84
1759413420000,1.71,11.84
1759413480000,2.10,11.84
1759413540000,2.50,11.84
1759413600000,3.78,11.84
1759413660000,3.41,11.84
1759413720000,1.95,11.84
1759413780000,1.95,11.84
1759413840000,1.55,11.84
1759413900000,1.45,11.84
1759413960000,2.75,11.84
1759414020000,1.09,11.84
1759414080000,2.90,11.84
1759414140000,1.39,11.84
1759414200000,1.68,11.84
1759414260000,3.76,11.84
1759414320000,2.68,11.84
1759414380000,1.91,11.84
1759414440000,1.80,11.84
1759414500000,2.34,11.84
1759414560000,1.77,11.84
1759414620000,1.28,11.84
1759414680000,0.92,11.84
1759414740000,1.23,11.84
1759414800000,2.96,11.84
1759414860000,1.42,11.84
1759414920000,1.58,11.84
1759414980000,1.69,11.84
1759415040000,1.19,11.84
1759415100000,1.60,11.84
1759415160000,1.46,11.84
1759415220000,0.96,11.84
1759415280000,1.87,11.84
1759415340000,1.31,11.84
1759415400000,2.41,11.84
1759415460000,2.13,11.84
1759415520000,2.02,11.84
1759415580000,2.69,11.84
1759415640000,2.36,11.84
1759415700000,2.04,11.84
1759415760000,1.63,11.84
1759415820000,2.49,11.84
1759415880000,1.20,11.84
1759415940000,1.28,11.84
1759416000000,1.87,11.84
1759416060000,2.54,11.84
1759416120000,2.26,11.84
1759416180000,5.09,11.84
1759416240000,3.35,11.84
1759416300000,2.19,11.84
1759416360000,1.68,11.84
1759416420000,2.40,11.84
1759416480000,5.38,11.84
1759416540000,2.39,11.84
1759416600000,7.32,11.84
1759416660000,3.61,11.84
1759416720000,2.06,11.84
1759416780000,2.45,11.84
1759416840000,2.54,11.84
1759416900000,1.84,11.84
1759416960000,3.00,11.84
1759417020000,1.80,11.84
1759417080000,1.42,11.84
1759417140000,1.18,11.84
1759417200000,3.75,11.84
1759417260000,2.00,11.84
1759417320000,1.91,11.84
1759417380000,3.06,11.84
1759417440000,6.47,11.84
1759417500000,3.28,11.84
1759417560000,2.69,11.84
1759417620000,2.47,11.84
1759417680000,1.74,11.84
1759417740000,2.68,11.84
1759417800000,4.33,11.84
1759417860000,2.05,11.84
1759417920000,1.32,11.84
1759417980000,1.79,11.84
1759418040000,2.27,11.84
1759418100000,1.53,11.84
1759418160000,1.75,11.84
1759418220000,1.64,11.84
1759418280000,1.09,11.84
1759418340000,1.45,11.84
1759418400000,1.87,11.84
1759418460000,1.50,11.84
1759418520000,2.21,11.84
1759418580000,2.73,11.84
1759418640000,2.14,11.84
1759418700000,1.50,11.84
1759418760000,1.76,11.84
1759418820000,0.95,11.84
1759418880000,1.22,11.84
1759418940000,1.16,11.84
1759419000000,1.80,11.84
1759419060000,1.48,11.84
1759419120000,1.26,11.84
1759419180000,0.98,11.84
1759419240000,0.88,11.84
1759419300000,1.22,11.84
1759419360000,1.31,11.84
1759419420000,2.11,11.84
1759419480000,1.07,11.84
1759419540000,1.17,11.84
1759419600000,1.21,11.84
1759419660000,1.58,11.84
1759419720000,1.40,11.84
1759419780000,1.20,11.84
1759419840000,0.78,11.84
1759419900000,0.90,11.84
1759419960000,0.94,11.84
1759420020000,1.06,11.84
1759420080000,1.17,11.84
1759420140000,1.18,11.84
1759420200000,1.10,11.84
1759420260000,0.93,11.84
1759420320000,2.29,11.84
1759420380000,1.83,11.84
1759420440000,3.50,11.84
1759420500000,2.59,11.84
1759420560000,1.78,11.84
1759420620000,1.82,11.84
1759420680000,1.48,11.84
1759420740000,1.37,11.84
1759420800000,2.86,11.84
1759420860000,1.35,11.84
1759420920000,1.54,11.84
1759420980000,3.80,11.84
1759421040000,3.84,11.84
1759421100000,2.31,11.84
1759421160000,2.98,11.84
1759421220000,2.30,11.84
1759421280000,2.14,11.84
1759421340000,1.94,11.84
1759421400000,3.23,11.84
1759421460000,7.82,11.84
1759421520000,7.51,11.84
1759421580000,4.35,11.84
1759421640000,3.34,11.84
1759421700000,3.35,11.84
1759421760000,2.44,11.84
1759421820000,1.67,11.84
1759421880000,1.69,11.84
1759421940000,1.41,11.84
1759422000000,2.57,11.84
1759422060000,2.33,11.84
1759422120000,1.76,11.84
1759422180000,1.26,11.84
1759422240000,1.09,11.84
1759422300000,1.40,11.84
1759422360000,1.54,11.84
1759422420000,1.00,11.84
1759422480000,1.08,11.84
1759422540000,1.17,11.84
1759422600000,1.77,11.84
1759422660000,2.31,11.84
1759422720000,1.64,11.84
1759422780000,1.17,11.84
1759422840000,1.20,11.84
1759422900000,1.60,11.84
1759422960000,1.62,11.84
1759423020000,2.65,11.84
1759423080000,1.67,11.84
1759423140000,1.18,11.84
1759423200000,1.15,11.84
1759423260000,2.99,11.84
1759423320000,2.98,11.84
1759423380000,1.75,11.84
1759423440000,1.56,11.84
1759423500000,1.10,11.84
1759423560000,2.04,11.84
1759423620000,2.15,11.84
1759423680000,1.33,11.84
1759423740000,0.90,11.84
1759423800000,1.45,11.84
1759423860000,1.98,11.84
1759423920000,1.90,11.84
1759423980000,1.09,11.84
1759424040000,1.46,11.84
1759424100000,1.46,11.84
1759424160000,2.35,11.84
1759424220000,1.00,11.84
1759424280000,1.02,11.84
1759424340000,0.91,11.84
1759424400000,1.52,11.84
1759424460000,1.31,11.84
1759424520000,1.41,11.84
1759424580000,1.41,11.84
1759424640000,1.06,11.84
1759424700000,0.88,11.84
1759424760000,1.24,11.84
1759424820000,1.13,11.84
1759424880000,0.90,11.84
1759424940000,1.06,11.84
1759425000000,1.38,11.84
1759425060000,1.28,11.84
1759425120000,1.04,11.84
1759425180000,1.50,11.84
1759425240000,1.35,11.84
1759425300000,1.65,11.84
1759425360000,1.05,11.84
1759425420000,1.29,11.84
1759425480000,0.91,11.84
1759425540000,1.07,11.84
1759425600000,1.42,11.84
1759425660000,1.30,11.84
1759425720000,1.19,11.84
1759425780000,1.29,11.84
1759425840000,0.68,11.84
1759425900000,1.27,11.84
1759425960000,0.95,11.84
1759426020000,0.78,11.84
1759426080000,0.73,11.84
1759426140000,0.58,11.84
1759426200000,0.84,11.84
1759426260000,1.03,11.84
1759426320000,0.83,11.84
1759426380000,1.24,11.84
1759426440000,0.90,11.84
1759426500000,1.04,11.84
1759426560000,0.86,11.84
1759426620000,1.23,11.84
1759426680000,0.82,11.84
1759426740000,0.82,11.84
1759426800000,0.94,11.84
1759426860000,0.89,11.84
1759426920000,2.65,11.84
1759426980000,1.36,11.84
1759427040000,0.87,11.84
1759427100000,1.12,11.84
1759427160000,1.11,11.84
1759427220000,1.25,11.84
1759427280000,1.06,11.84
1759427340000,0.84,11.84
1759427400000,1.67,11.84
1759427460000,1.07,11.84
1759427520000,0.66,11.84
1759427580000,0.63,11.84
1759427640000,0.58,11.84
1759427700000,0.67,11.84
1759427760000,0.74,11.84
1759427820000,0.70,11.84
1759427880000,0.69,11.84
1759427940000,0.56,11.84
1759428000000,1.16,11.84
1759428060000,1.30,11.84
1759428120000,1.13,11.84
1759428180000,1.38,11.84
1759428240000,1.88,11.84
1759428300000,2.55,11.84
1759428360000,1.92,11.84
1759428420000,2.29,11.84
1759428480000,1.29,11.84
1759428540000,1.16,11.84
1759428600000,1.03,11.84
1759428660000,1.22,11.84
1759428720000,1.23,11.84
1759428780000,1.15,11.84
1759428840000,1.68,11.84
1759428900000,1.69,11.84
1759428960000,1.53,11.84
1759429020000,1.55,11.84
1759429080000,1.90,11.84
1759429140000,1.26,11.84
1759429200000,0.94,11.84
1759429260000,0.65,11.84
1759429320000,0.82,11.84
1759429380000,1.08,11.84
1759429440000,0.96,11.84
1759429500000,0.76,11.84
1759429560000,1.70,11.84
1759429620000,1.63,11.84
1759429680000,1.46,11.84
1759429740000,0.79,11.84
1759429800000,2.02,11.84
1759429860000,1.53,11.84
1759429920000,0.67,11.84
1759429980000,1.42,11.84
1759430040000,1.40,11.84
1759430100000,1.04,11.84
1759430160000,1.11,11.84
1759430220000,1.18,11.84
1759430280000,1.36,11.84
1759430340000,1.10,11.84
1759430400000,1.58,11.84
1759430460000,1.64,11.84
1759430520000,1.43,11.84
1759430580000,1.12,11.84
1759430640000,0.82,11.84
1759430700000,0.62,11.84
1759430760000,0.94,11.84
1759430820000,0.76,11.84
1759430880000,1.11,11.84
1759430940000,0.88,11.84
1759431000000,2.59,11.84
1759431060000,1.94,11.84
1759431120000,1.17,11.84
1759431180000,2.84,11.84
1759431240000,3.60,11.84
1759431300000,1.49,11.84
1759431360000,0.95,11.84
1759431420000,2.84,11.84
1759431480000,2.12,11.84
1759431540000,0.91,11.84
1759431600000,2.47,11.84
1759431660000,1.85,11.84
1759431720000,1.41,11.84
1759431780000,1.29,11.84
1759431840000,1.19,11.84
1759431900000,3.03,11.84
1759431960000,1.47,11.84
1759432020000,2.67,11.84
1759432080000,3.86,11.84
1759432140000,3.02,11.84
1759432200000,2.26,11.84
1759432260000,1.69,11.84
1759432320000,2.08,11.84
1759432380000,3.97,11.84
1759432440000,1.34,11.84
1759432500000,3.24,11.84
1759432560000,1.07,11.84
1759432620000,2.67,11.84
1759432680000,1.17,11.84
1759432740000,1.54,11.84
1759432800000,1.23,11.84
1759432860000,2.23,11.84
1759432920000,1.94,11.84
1759432980000,1.78,11.84
1759433040000,0.96,11.84
1759433100000,1.08,11.84
1759433160000,1.33,11.84
1759433220000,1.26,11.84
1759433280000,0.58,11.84
1759433340000,0.55,11.84
1759433400000,1.68,11.84
1759433460000,1.34,11.84
1759433520000,1.18,11.84
1759433580000,0.99,11.84
1759433640000,1.08,11.84
1759433700000,0.96,11.84
1759433760000,1.18,11.84
1759433820000,0.88,11.84
1759433880000,1.59,11.84
1759433940000,0.93,11.84
1759434000000,1.30,11.84
1759434060000,1.13,11.84
1759434120000,0.83,11.84
1759434180000,1.76,11.84
1759434240000,1.98,11.84
1759434300000,1.87,11.84
1759434360000,1.15,11.84
1759434420000,1.61,11.84
1759434480000,1.00,11.84
1759434540000,1.00,11.84
1759434600000,1.79,11.84
1759434660000,1.91,11.84
1759434720000,0.93,11.84
1759434780000,0.97,11.84
1759434840000,1.04,11.84
1759434900000,2.59,11.84
1759434960000,1.38,11.84
1759435020000,1.16,11.84
1759435080000,1.93,11.84
1759435140000,2.98,11.84
1759435200000,2.60,11.77
1759435260000,2.38,11.77
1759435320000,1.43,11.77
1759435380000,1.26,11.77
1759435440000,0.87,11.77
1759435500000,1.71,11.77
1759435560000,0.79,11.77
1759435620000,0.68,11.77
1759435680000,0.80,11.77
1759435740000,0.61,11.77
1759435800000,1.65,11.77
1759435860000,1.85,11.77
1759435920000,1.04,11.77
1759435980000,1.28,11.77
1759436040000,1.12,11.77
1759436100000,1.32,11.77
1759436160000,1.37,11.77
1759436220000,0.94,11.77
1759436280000,0.98,11.77
1759436340000,0.95,11.77
1759436400000,0.70,11.77
1759436460000,0.46,11.77
1759436520000,0.77,11.77
1759436580000,1.02,11.77
1759436640000,1.17,11.77
1759436700000,2.24,11.77
1759436760000,1.20,11.77
1759436820000,0.72,11.77
1759436880000,0.50,11.77
1759436940000,0.42,11.77
1759437000000,0.77,11.77
1759437060000,0.87,11.77
1759437120000,2.46,11.77
1759437180000,1.93,11.77
1759437240000,1.54,11.77
1759437300000,1.69,11.77
1759437360000,0.95,11.77
1759437420000,0.85,11.77
1759437480000,0.55,11.77
1759437540000,1.32,11.77
1759437600000,1.32,11.77
1759437660000,0.96,11.77
1759437720000,1.24,11.77
1759437780000,1.70,11.77
1759437840000,1.13,11.77
1759437900000,1.15,11.77
1759437960000,0.53,11.77
1759438020000,0.83,11.77
1759438080000,1.38,11.77
1759438140000,0.84,11.77
1759438200000,0.88,11.77
1759438260000,0.62,11.77
1759438320000,0.53,11.77
1759438380000,0.47,11.77
1759438440000,0.48,11.77
1759438500000,0.59,11.77
1759438560000,0.58,11.77
1759438620000,0.56,11.77
1759438680000,1.32,11.77
1759438740000,1.18,11.77
1759438800000,1.99,11.77
1759438860000,0.86,11.77
1759438920000,0.60,11.77
1759438980000,0.55,11.77
1759439040000,0.69,11.77
1759439100000,0.62,11.77
1759439160000,0.71,11.77
1759439220000,0.77,11.77
1759439280000,1.04,11.77
1759439340000,1.17,11.77
1759439400000,0.74,11.77
1759439460000,1.17,11.77
1759439520000,1.15,11.77
1759439580000,1.24,11.77
1759439640000,2.49,11.77
1759439700000,1.28,11.77
1759439760000,2.10,11.77
1759439820000,1.02,11.77
1759439880000,0.91,11.77
1759439940000,0.90,11.77
1759440000000,0.71,11.77
1759440060000,0.53,11.77
1759440120000,0.55,11.77
1759440180000,0.56,11.77
1759440240000,0.73,11.77
1759440300000,1.12,11.77
1759440360000,1.18,11.77
1759440420000,0.95,11.77
1759440480000,1.16,11.77
1759440540000,0.97,11.77
1759440600000,0.55,11.77
1759440660000,1.16,11.77
1759440720000,0.72,11.77
1759440780000,0.68,11.77
1759440840000,0.68,11.77
1759440900000,0.98,11.77
1759440960000,1.23,11.77
1759441020000,0.67,11.77
1759441080000,0.76,11.77
1759441140000,0.45,11.77
1759441200000,0.71,11.77
1759441260000,0.53,11.77
1759441320000,0.48,11.69
1759441380000,0.64,11.69
1759441440000,0.61,11.69
1759441500000,0.43,11.69
1759441560000,0.61,11.69
1759441620000,0.83,11.69
1759441680000,0.46,11.69
1759441740000,0.67,11.69
1759441800000,0.55,11.69
1759441860000,0.65,11.69
1759441920000,0.60,11.69
1759441980000,0.68,11.69
1759442040000,0.53,11.69
1759442100000,0.90,11.69
1759442160000,1.16,11.69
1759442220000,0.74,11.69
1759442280000,0.90,11.69
1759442340000,1.53,11.69
1759442400000,2.14,11.69
1759442460000,1.03,11.69
1759442520000,0.92,11.69
1759442580000,0.92,11.69
1759442640000,0.88,11.69
1759442700000,1.00,11.69
1759442760000,0.86,11.69
1759442820000,0.66,11.69
1759442880000,0.48,11.69
1759442940000,0.62,11.69
1759443000000,0.49,11.69
1759443060000,0.79,11.69
1759443120000,0.52,11.69
1759443180000,0.75,11.69
1759443240000,0.84,11.69
1759443300000,0.63,11.69
1759443360000,0.97,11.69
1759443420000,0.80,11.69
1759443480000,0.75,11.69
1759443540000,0.74,11.69
1759443600000,0.71,11.69
1759443660000,0.99,11.69
1759443720000,0.95,11.69
1759443780000,0.77,11.69
1759443840000,2.55,11.69
1759443900000,1.44,11.69
1759443960000,0.81,11.69
1759444020000,0.83,11.69
1759444080000,1.12,11.69
1759444140000,0.56,11.69
1759444200000,0.77,11.69
1759444260000,0.74,11.69
1759444320000,0.70,11.69
1759444380000,0.59,11.69
1759444440000,0.48,11.69
1759444500000,0.53,11.69
1759444560000,0.53,11.69
1759444620000,0.60,11.69
1759444680000,0.55,11.69
1759444740000,0.65,11.69
1759444800000,0.48,11.69
1759444860000,0.75,11.69
1759444920000,0.56,11.69
1759444980000,0.78,11.69
1759445040000,0.96,11.69
1759445100000,0.91,11.69
1759445160000,1.24,11.69
1759445220000,0.76,11.69
1759445280000,0.69,11.69
1759445340000,0.85,11.69
1759445400000,1.22,11.69
1759445460000,0.57,11.69
1759445520000,0.55,11.69
1759445580000,0.42,11.69
1759445640000,0.71,11.69
1759445700000,0.81,11.69
1759445760000,0.82,11.69
1759445820000,0.99,11.69
1759445880000,0.65,11.69
1759445940000,0.72,11.69
1759446000000,1.60,11.69
1759446060000,1.48,11.69
1759446120000,0.85,11.69
1759446180000,0.93,11.69
1759446240000,1.22,11.69
1759446300000,0.86,11.69
1759446360000,0.72,11.69
1759446420000,0.62,11.69
1759446480000,0.52,11.69
1759446540000,0.55,11.69
1759446600000,1.15,11.69
1759446660000,0.59,11.69
1759446720000,0.73,11.69
1759446780000,0.57,11.69
1759446840000,0.68,11.69
1759446900000,1.03,11.69
1759446960000,0.68,11.69
1759447020000,1.02,11.69
1759447080000,0.53,11.69
1759447140000,0.48,11.69
1759447200000,1.85,11.69
1759447260000,1.06,11.69
1759447320000,0.68,11.69
1759447380000,1.08,11.69
1759447440000,0.89,11.69
1759447500000,1.69,11.69
1759447560000,0.74,11.69
1759447620000,0.64,11.69
1759447680000,0.58,11.69
1759447740000,0.41,11.69
1759447800000,0.70,11.69
1759447860000,0.66,11.69
1759447920000,0.67,11.69
1759447980000,0.62,11.69
1759448040000,0.69,11.69
1759448100000,0.87,11.69
1759448160000,0.86,11.69
1759448220000,0.53,11.69
1759448280000,0.56,11.69
1759448340000,0.47,11.69
1759448400000,0.69,11.69
1759448460000,0.67,11.69
1759448520000,0.75,11.69
1759448580000,0.73,11.69
1759448640000,0.60,11.69
1759448700000,0.97,11.69
1759448760000,0.69,11.69
1759448820000,0.77,11.69
1759448880000,0.65,11.69
1759448940000,0.57,11.69
1759449000000,0.84,11.69
1759449060000,1.09,11.69
1759449120000,0.93,11.69
1759449180000,0.96,11.69
1759449240000,0.52,11.69
1759449300000,0.83,11.69
1759449360000,0.91,11.69
1759449420000,0.51,11.69
1759449480000,0.64,11.69
1759449540000,0.84,11.69
1759449600000,2.61,11.69
1759449660000,1.61,11.69
1759449720000,1.02,11.69
1759449780000,1.55,11.69
1759449840000,1.69,11.69
1759449900000,1.85,11.69
1759449960000,1.95,11.69
1759450020000,1.19,11.69
1759450080000,1.49,11.69
1759450140000,1.34,11.69
1759450200000,1.63,11.69
1759450260000,1.26,11.69
1759450320000,1.61,11.69
1759450380000,1.00,11.69
1759450440000,1.44,11.69
1759450500000,1.40,11.69
1759450560000,0.84,11.69
1759450620000,0.89,11.69
1759450680000,0.66,11.69
1759450740000,0.53,11.69
1759450800000,1.08,11.69
1759450860000,0.62,11.69
1759450920000,0.59,11.69
1759450980000,0.75,11.69
1759451040000,0.53,11.69
1759451100000,0.70,11.69
1759451160000,0.57,11.69
1759451220000,0.43,11.69
1759451280000,0.79,11.69
1759451340000,0.54,11.69
1759451400000,0.91,11.69
1759451460000,0.73,11.69
1759451520000,0.82,11.69
1759451580000,0.73,11.69
1759451640000,0.70,11.69
1759451700000,0.50,11.69
1759451760000,0.73,11.69
1759451820000,1.29,11.69
1759451880000,0.74,11.69
1759451940000,0.65,11.69
1759452000000,0.65,11.69
1759452060000,0.64,11.69
1759452120000,0.69,11.69
1759452180000,0.89,11.69
1759452240000,1.03,11.69
1759452300000,0.82,11.69
1759452360000,0.98,11.69
1759452420000,0.79,11.69
1759452480000,0.87,11.69
1759452540000,1.24,11.69
1759452600000,0.89,11.69
1759452660000,0.68,11.69
1759452720000,0.66,11.69
1759452780000,0.62,11.69
1759452840000,0.75,11.69
1759452900000,0.47,11.69
1759452960000,0.99,11.69
1759453020000,0.82,11.69
1759453080000,0.81,11.69
1759453140000,0.72,11.69
1759453200000,2.01,11.69
1759453260000,0.88,11.69
1759453320000,0.91,11.69
1759453380000,0.89,11.69
1759453440000,1.59,11.69
1759453500000,0.78,11.69
1759453560000,1.16,11.69
1759453620000,1.48,11.69
1759453680000,1.32,11.69
1759453740000,1.58,11.69
1759453800000,1.46,11.69
1759453860000,1.34,11.69
1759453920000,0.74,11.69
1759453980000,1.12,11.69
1759454040000,0.57,11.69
1759454100000,1.04,11.69
1759454160000,1.02,11.69
1759454220000,0.84,11.69
1759454280000,2.35,11.69
1759454340000,2.30,11.69
1759454400000,1.09,11.69
1759454460000,1.18,11.69
1759454520000,0.92,11.69
1759454580000,2.30,11.69
1759454640000,2.01,11.69
1759454700000,1.47,11.69
1759454760000,1.14,11.69
1759454820000,1.06,11.69
1759454880000,1.37,11.69
1759454940000,0.82,11.69
1759455000000,1.89,11.69
1759455060000,0.95,11.69
1759455120000,0.93,11.69
1759455180000,1.56,11.69
1759455240000,0.71,11.69
1759455300000,1.37,11.69
1759455360000,1.27,11.69
1759455420000,1.26,11.69
1759455480000,0.90,11.69
1759455540000,1.59,11.69
1759455600000,0.96,11.69
1759455660000,1.04,11.69
1759455720000,0.63,11.69
1759455780000,0.72,11.69
1759455840000,0.81,11.69
1759455900000,0.65,11.69
1759455960000,0.95,11.69
1759456020000,0.70,11.69
1759456080000,1.06,11.69
1759456140000,0.69,11.69
1759456200000,0.89,11.69
1759456260000,0.89,11.69
1759456320000,0.94,11.69
1759456380000,1.30,11.69
1759456440000,2.64,11.69
1759456500000,1.30,11.69
1759456560000,0.83,11.69
1759456620000,1.31,11.69
1759456680000,1.12,11.69
1759456740000,1.03,11.69
